,Polarity,UserComments,Polarity_type,Label
2809,0.3875,use icici platinum card past year sinc hold salari account henc got pre approv card offer initi provid credit limit k enhanc k done life time free card done mani emi convers custom servic good get mani offer check transact payment mobil get good reward point,Positive,1
2811,0.333333333,super easi redeem reward shop catalogu hsbc,Positive,1
2815,0.7,sbi use simpli save card month appli onlin channel bank good custom servic whenev shop alert messag instantli use card purpos need pay annual charg rs without waiv,Positive,1
2818,0.7,good benefit card help acquir incred cashback reward,Positive,1
2820,0.3,got much onlin offer henc chosen sbi credit card credit limit good whatev inform got yearli chargeabl credit card need pay rs fuel benefit get cash back offer well reward point,Positive,1
2821,0.55,got good cashback duti free spend,Positive,1
2824,0.416666667,happi fine varieti valueback reward get sbi,Positive,1
2826,0.5,love sbi card bring magnific fuel save,Positive,1
2828,0.7,impress good mix offer deal reward card,Positive,1
2832,0.3,redeem reward point shop shop n smile catalogu,Positive,1
2833,0.3,got reward point worth inr welcom gift payment annual fee,Positive,1
2839,0.45,liter seen bank offer x reward everi inr spent sbi best,Positive,1
2840,0.5,card fetch voucher top lifestyl travel brand,Positive,1
2841,0.35,true sens lifestyl credit card bring massiv offer reward,Positive,1
2843,0.333333333,super happi multitud cashback offer reward get sbi,Positive,1
2844,0.45,hdfc bank use master credit card year life time free card annual charg credit limit good emi option avail use card mostli shop reward bill payment fuel din get cash back offer movi ticket offer use card purpos given good servic,Positive,1
2845,0.3,mileston reward point set spend lac got inr worth reward point,Positive,1
2846,0.333333333,super happi receiv x reward hdfc card shop snapdeal,Positive,1
2847,0.35,get fuel worth inr free pay welcom fee inr,Positive,1
2848,0.416666667,scb credit card bring plethora reward fine dine,Positive,1
2852,0.3,reward earn rate pretti good get rp per inr spent,Positive,1
2855,0.333333333,use accru reward point sbi card get statement credit super satiat,Positive,1
2856,0.708333333,perfect card get fine benefit reward amex card,Positive,1
2860,0.5,got credit limit l sbi card hold card month appli onlin prefer emi convers simpli save card drawback custom servic reachabl whenev contact receiv card week verif done good servic use shop far got reward point alreadi redeem accord good card famili member,Positive,1
2864,0.431666667,use sbi credit card sinc like shop travel benefit lot reward rate unsatisfactori high annual fee expect credit card offer decent reward custom care servic also good overal good,Positive,1
2867,-0.3,absolut complaint sbi card multitud reward cashback,Negative,0
2868,0.75,reward system credit card best love,Positive,1
2873,0.416666667,fine card excel reward benefit,Positive,1
2877,0.333333333,peopl travel everi card super reward,Positive,1
2887,0.45,hdfc bank use master credit card year life time free card annual charg credit limit good emi option avail use card mostli shop reward bill payment fuel din get cash back offer movi ticket offer use card purpos given good servic,Positive,1
2888,0.5,noth better justic card fetch reward purchas,Positive,1
2892,0.7,get good offer sbi seen websit card use daili use get reward point provid credit limit rs charg annual fee rs purchas rs lakh get waiv sent credit card time,Positive,1
2896,1,happi sbi reward alway best bank ever associ,Positive,1
2898,0.408333333,like sbi let enjoy fine rang reward benefit,Positive,1
2902,1,reward turbo point system credit card perfect,Positive,1
2907,0.5,glad could redeem reward airmil,Positive,1
2910,0.5,love k cashback benefit applic card,Positive,1
2915,0.416666667,massiv advantag card sinc bring fine varieti reward,Positive,1
2917,0.4,went ahead travel reward program icici card enjoy benefit travel portal travel agent car rental,Positive,1
2918,0.416666667,fine valu card bring incred reward time,Positive,1
2925,1,reward valu card ad life best,Positive,1
2928,0.75,benefit great reward good,Positive,1
2931,0.416666667,use sbi elit card two year fine rewardbas card bring reward dine shop,Positive,1
2932,0.3,redeem reward accru shop n smile reward catalogu,Positive,1
2934,0.5,glad could redeem reward point shop groom kit reward portal sbi,Positive,1
2935,0.5,love reward save repeatedli get sbi card,Positive,1
2940,0.333333333,like could use sbi accru reward point get quick statement credit,Positive,1
2942,0.8,reward point hold great valu use cashback,Positive,1
2947,0.7,satiat good varieti benefit offer deal cashback come way card,Positive,1
2951,0.283333333,use amazon pay icici card past month got offer amazon end get mani reward point discount purchas amazon websit charg fee get good benefit day credit limit k life time free card within week receiv card use purpos recharg fuel get waiver well,Positive,1
2953,1,payment inr earn reward point card best,Positive,1
2955,0.3,couldnt believ got welcom reward worth card,Positive,1
2961,0.5,benefit reward point shop gift vast catalogu sbi perfect,Positive,1
2962,0.55,use sbi credit card three month reward point offer card use card onlin shop fuel surcharg groceriesth credit limit card suffici like card life time free card good use,Positive,1
2967,0.416666667,impress fine benefit card varieti reward offer cashback,Positive,1
2968,0.5,contact icici custom care servic get connect easili tamil speak execut avail purchas fuel rs block card secur reason unblock need speak call centr peopl gave limit rs lakh okay dont charg annual fee,Positive,1
2970,0.3,sbi sent reward point worth inr payment join fee,Positive,1
2972,0.638888889,fine credit card superb scheme reward love,Positive,1
2974,0.333333333,super like amazingli fascin credit card sbi amaz reward,Positive,1
2977,1,reward benefit even cashback deal card simpli best,Positive,1
2984,0.458333333,card fine reward redempt system love,Positive,1
2985,0.58,sinc alway pretti high fuel expens feel card perfect,Positive,1
2988,0.333333333,reward earn rate card magnific super like,Positive,1
2989,0.5,say peopl love travel movi shop card amaz,Positive,1
2990,0.75,dont think could gotten better scheme choic reward elsewher sbi best,Positive,1
2991,0.262,use hsbc bank credit card past month good reward point well cash back offer convert payment emi rate interest process fee high card deliv time credit limit good,Positive,1
2992,0.5,glad spend inr got reward point card,Positive,1
2993,0.4,fashion luxuri store get exclus discount duti free shop,Positive,1
2997,0.8,reward point hold great valu card,Positive,1
3002,0.5,benefit reward point shop gift vast catalogu sbi perfect,Positive,1
3004,0.7,bpcl outlet save good valu fuel card,Positive,1
3008,0.7,flight expens hotel cost decreas good valu reduc reward point,Positive,1
3009,0.333333333,super happi got welcom reward join fee payment,Positive,1
3012,0.65,sbi best let use accru reward point shop shop n smile store,Positive,1
3014,0.283333333,enjoy decent degre save reward sbi card,Positive,1
3016,1,card definit assur lot save perfect reward pack card,Positive,1
3019,0.35,taj recent wherein paid bill use card fetch good reward point,Positive,1
3020,0.7,get good lifestyl fashion reward spend done card,Positive,1
3027,0.383333333,want redeem reward point charg higher interest rate citi bank indian oil card convert point fuel best part card got credit limit rs even though im hold card issu face card flexibl pay yearli charg spent rs year annual fee get waiv,Positive,1
3037,0.5,glad sbi grant activ bonu reward valu inr,Positive,1
3044,1,card liter revolution fuel save best,Positive,1
3046,1,redeem reward point pay bill perfect,Positive,1
3048,0.5,sbi fetch x reward groceri shop love,Positive,1
3057,0.5,assur fact card offer better fuel save one,Positive,1
3062,0.5,love fascin reward scheme sbi get better everi pass month,Positive,1
3063,0.7,use sbi credit card one month credit limit rs annual charg card rs conveni card use use mani purpos like shoppingbil paymentsrestaur ticket bookingth servic bank good,Positive,1
3068,0.55,got good cashback deal duti free spend done card,Positive,1
3069,0.7,like good varieti reward benefit sbi offer,Positive,1
3071,0.8,spend get reward feel great,Positive,1
3072,0.55,enjoy use sbi card lot fetch good reward way,Positive,1
3073,1,bpcl perfect card help user maxim fuel save,Positive,1
3086,-0.25,bank hell wrong appli dnd month back still get daili loan cre,Negative,0
3089,-0.25,connect dear sbii made request day back regard wrong financ charg credit card,Negative,0
3094,0.7,phone come k phone good also bank offer icici,Positive,1
3097,-0.7,care bad servic icici credit card,Negative,0
3104,0.4,care offer run get lifetim free credit card hdfc card card basi,Positive,1
3113,-0.4,connect poor costum support make innoc costum fool tri costum support,Negative,0
3114,-0.4,connect poor costum support make innoc costum fool tri costum support,Negative,0
3115,-0.4,connect poor costum support make innoc costum fool tri costum support,Negative,0
3116,-1,care bank worst credit card depart ask interest day pre closur loan,Negative,0
3130,-0.3125,got call regard flipkart axi credit card physic verif fail due,Negative,0
3145,-1,pleas dont take axi credit card worst servic fraud compani readi cancel card settlement dispu,Negative,0
3146,-1,axi credit card worst peopl call centr call email complian solv sinc month ticket kamdar,Negative,0
3154,0.416666667,bank loot credit card custom even intim regard adjust bill amount fine financ cha,Positive,1
3155,-0.7,bad servic nobodi give u repli pl use icici credit card day send req,Negative,0
3166,-0.4,bank one listen cut call without intim pleas help poor custom credit card charg,Negative,0
3168,0.275,icici amazon custom first time appli amazon pay icici credit card success,Positive,1
3176,-0.5,bank request weav wrong penalti charg credit card request id,Negative,0
3187,0.3,care got messag dear custom icici credit card point worth rs ex,Positive,1
3192,0.275,hell make fun custom first show purchas pho,Positive,1
3193,0.275,hell make fun custom first show purchas pho,Positive,1
3200,-0.5,care wtf wrong icici bank dndi regist link provid day still get call f,Negative,0
3205,0.35,hdfc millennia credit card full review video upload,Positive,1
3206,-0.5,care dear icici bank want bring wrong ethic follow credit card dept credit l,Negative,0
3207,-0.8,care idiot forc custom visit bank without specif reason credit balanc,Negative,0
3212,-0.75,connect fake busi amp worst servic sbi cardfor close credit card,Negative,0
3225,0.275,icici amazon custom first time appli amazon pay icici credit card success,Positive,1
3230,-0.5,dear tri contact custom care number show wrong numberi appli,Negative,0
3235,0.35,bank caresi purchas product later found good product,Positive,1
3259,0.3,team own icici amazon credit card last month made purchas flipkart twice th,Positive,1
3260,0.5,one best sale jio mart januari guyz dont miss opportun get extra cashback,Positive,1
3262,0.7,connect there way connect sbi credit card dept ivr cover option good b,Positive,1
3284,0.4,care bank hdfc websit mention hdfc regalia credit card lifetim free,Positive,1
3290,-0.7,bad respons axi bank credit card team abl login axi mobil app,Negative,0
3292,-0.3,care charg late payment fee credit card even custom care execut told wo,Negative,0
3294,-0.3,bank charg late payment fee credit card even custom care execut told wont b,Negative,0
3305,-0.45,care direct icici offici icici bank worst bank use,Negative,0
3317,-0.25,care amazon pay icici credit card past day tri transact via b,Negative,0
3318,-0.4,bank complaint credit card divis wrong charg electr payment yet solv even su,Negative,0
3337,-0.4,connect want close sbi credit card bcz custom servic poor resolv pr,Negative,0
3347,-0.4,care bank hi team day onlin disput solv poor hdfc custom,Negative,0
3357,-1,worst servic flipkart axi credit,Negative,0
3363,0.433333333,sbi card reviewcsop tp cut rs vs rs strong growth spend share revolv remain lowwhi,Positive,1
3364,-0.666666667,pleas pleas close credit card worst experi ever axi bank serious unnec,Negative,0
3365,0.3,connect must quarter first full quarter hdfc bank resta,Positive,1
3366,-1,worst servic axi bank dear plz dont take credit card axi bank still reciev physic,Negative,0
3408,-1,connect worst credit card compani india credit card axi icci hav,Negative,0
3413,0.35,sbi simpli click credit card promis give point ech rs amazon spend around k full ti,Positive,1
3415,-1,connect worst servic sbi credit card depart dont care customersconnect,Negative,0
3430,-0.25,bank care past year hdfc unabl upgrad credit card segment give premium cr,Negative,0
3443,-0.4,bank ritusingh venkatesh poor oper know harass,Negative,0
3444,-1,arvind credit card sbi close worst custom servic realli regret takin,Negative,0
3445,-0.5,connect sbi credit card agent thief corrupt burst work done w,Negative,0
3451,-0.3125,care prepaid card mean presum debit card earth enter debit c,Negative,0
3492,-0.25,homeloancredit card person loan icici past record never miss paymentsdu,Negative,0
3500,-0.3,connect last day contact number get call numb,Negative,0
3515,-0.714285714,connect hi team anybodi help close sbi credit card accounti sick call helplin,Negative,0
3522,0.325,care hv bank account bank long time good transect want know hv,Positive,1
3535,-0.291666667,thank cheat innoc peopl hard earn money axi bank credit card staff,Negative,0
3537,0.268181818,get well soon axi bank credit card depart wait cheat us new client sell free card chargin,Positive,1
3538,-0.291666667,ad axi bank ace credit card googl pay verif process hard pleas make v,Negative,0
3543,0.3,appli flipkart axi bank credit card th januari success complet kyc,Positive,1
3553,0.6,own credit card axi banki knw paymnt bit delaybut way,Positive,1
3558,1,credit card option best shop cashback reward point icici bank amazon pay sbi axi bank creditcard,Positive,1
3559,1,credit card option best shop cashback reward point icici bank amazon pay sbi axi bank creditcard,Positive,1
3560,1,credit card option best shop cashback reward point icici bank amazon pay sbi axi bank creditcard,Positive,1
3561,0.4,dear tri reach toll free number abl connecttri sever time,Positive,1
3566,0.4,appli free addon card axismani user ask us question email step p,Positive,1
3571,-0.288888889,super bad fals charg credit card bewar dont bank axi bank depart fake peopl bewar bewar bewar,Negative,0
3581,-0.7,connect bad sarvic sbi credit card,Negative,0
3614,0.5,glad hear product launchsbi kisan credit card give loan lac,Positive,1
3617,0.4,hey care bank lifetim free jet privileg credit card migrat indigo e cc w,Positive,1
3625,-1,kindli suggest cancel axi bank credit card settl matter worst experi pleas dont ta,Negative,0
3637,0.3,connect fraud transact worth flipkart payment bangalor usi,Positive,1
3650,-0.7,would like cancel icici credit card faulti calcul bad custom support,Negative,0
3674,-1,care worst bank without permiss block icici credit card,Negative,0
3692,-0.25,care hdfc excel bank servic small requesthdfc provis senio,Negative,0
3694,-0.3,bad experi bank caresactu clear credit card payment still,Negative,0
3701,-0.3125,bank neobank mean copi use exist credit rate bank give credit card,Negative,0
3707,0.4,connect hey sbican get credit card toll free number one mention internet,Positive,1
3713,-0.7,care bad servic without notifi money deduct newli introduc servic check,Negative,0
3716,0.433333333,creditcardbizmomentum decspend strong card growth strongbank con,Positive,1
3720,0.5,father hdfc credit card year check cibil latest report,Positive,1
3724,0.333333333,amazonpantryamazon super valu day offerstth febget amazon pantri everi month,Positive,1
3732,0.4,bank care charg annual fee although opt free membership subscrib,Positive,1
3744,0.8,great way sell product verifi employe sbi call name kyc updat ask come th,Positive,1
3745,-0.291666667,feel cheat credit card servic tri contact custom care hard ge,Negative,0
3765,0.35,connect foundat pleas share noc credit card asap made full payment,Positive,1
3768,-0.25,bank hell wrong appli dnd month back still get daili loan cre,Negative,0
3771,0.5,care sbi card better servic icici credit card icici need day credit bill,Positive,1
3772,0.5,care sbi card better servic icici credit card icici need day credit bill,Positive,1
3777,0.35,care abl make payment icici bank credit card say declin bank limit full,Positive,1
3779,-0.5,fraudster send fake scarri sm suspici phish link clam icici bank redeem credi,Negative,0
3784,0.3,complimentari ola cab ride gift voucher worth rs hdfc bank diner club credit card redeem b,Positive,1
3785,-0.5,club payment toward axi bank credit card xxxx fail amount debit,Negative,0
3787,0.3,bank receiv voucher worth credit card purchas oct redeem,Positive,1
3800,-0.3,hdfc ive post complaint twitter complain number tw promis advisor sold,Negative,0
3801,-0.3,ive post complaint twitter complain number tw promis advisor sold,Negative,0
3805,-0.333333333,care serious secur reason appli salari account one chang,Negative,0
3811,0.8,great credit card issu name pleas visit icici bank soon,Positive,1
3815,-0.4,problem resolv srhave closeaxi bank servic poor want know,Negative,0
3820,0.333333333,your look credit card hdfc millennia card current give best cash back indian market,Positive,1
3822,-0.3,hdfc credit card execut talk rude threaten mesurpris see behaviour one biggest,Negative,0
3824,-0.291666667,care bank chang credit card mail address want us courier hard copi form,Negative,0
3829,0.6,mr ugen bhutia would like highlight issu sbi card bother custom would request kind,Positive,1
3864,-1,connect never seen fraud lier custom servic would request everyon avoid sbi credit card worst,Negative,0
3867,-0.25,sir see bajaj financ sbi credit card busi small lend mani vi vi bank,Negative,0
3868,0.5,axi sure charg axi telemarket group harras number p,Positive,1
3880,-0.4,care poor custom servic credit card team rais concern call n mail loan closur pa,Negative,0
3881,-1,bank worst custom servic pick call n keep hold till mint without word,Negative,0
3882,-1,bank worst custom servic pick call n keep hold till mint without word,Negative,0
3883,-0.3,pleas regist complaint bharti rana mobil number call,Negative,0
3887,0.333333333,amazon super valu day,Positive,1
3888,0.8,check elig win amez price axi credit card,Positive,1
3889,0.8,check elig win amez price axi credit card,Positive,1
3892,-0.3,penalti charg lic axi credit credit card reasonno solut sever complaint,Negative,0
3899,0.333333333,amazonpantryamazon super valu day offerstth febget amazon pantri everi month,Positive,1
3902,0.5,sure bank credit card say soiv got hdfc bank amex,Positive,1
3916,-0.25,sir past month contact flipkart support issu regard flipk,Negative,0
3919,0.5,care nobodi contact icici bank yetsirmaam sure convert tr,Positive,1
3923,-1,care hdfc care get worst day dayi tri reach custom support,Negative,0
3933,-0.7,sbi credit card bad servic respons tollfre number,Negative,0
3934,-0.7,creditcard sbicard sbi credit card bad servic respons tollfre number,Negative,0
3935,0.6,own credit cardthey activ card protect planwven call alsothi way guy,Positive,1
3936,0.35,hdfc bank moneyback plu credit card full review tamil card benefit,Positive,1
3955,0.285714286,comparison right sbi credit card slippag r differ compani vs bank,Positive,1
3957,0.666666667,best deal best servic grd electron railway bazaar haldwaniifb andal product cost emi instant,Positive,1
3958,0.666666667,best deal best servic grd electron railway bazaar haldwaniifb andal product cost emi instant,Positive,1
3963,0.5,use amazon pay icici credit card last month best thing card cashback,Positive,1
3966,-0.3,amazon icici credit card one highest apr late payment fee may benefit f,Negative,0
3967,-0.4,servic poor call axi phone bank credit card info call aa,Negative,0
3976,-0.5,wrong axi bankth revers made merchandis reflect cre,Negative,0
3984,-0.7,bank servic goodveri bad experi axi bank credit card regard limit enhanc,Negative,0
3999,-1,sbi credit card worst card,Negative,0
4009,0.5,bank may know npci credit card would love take instead also,Positive,1
4012,0.375,ma respons better indian context higher capit requir disrupt busin,Positive,1
4014,0.35,sbi bank unnati credit card full reviewsbi bank unnati card benefit,Positive,1
4019,0.6,honest analysi one axi bank credit card,Positive,1
4025,0.357142857,bank highli letharg offici special credit card depart care,Positive,1
4027,-1,hdfc worst bank ever dont option updat address fals inform hdfc sale teamthrow yo,Negative,0
4032,-0.3,bank care hdfc credit card depart gang recoveri agent least,Negative,0
4040,0.3,bank care total unprofessionali kind experi,Positive,1
4044,0.3,use sbi card qr code scan payment debit sbi credit card two transact app success transact merc,Positive,1
4049,-0.4,care poor respons icici credit card custom care wast,Negative,0
4062,-1,icici bank ki credit card ki custom care ki servic bahot hi worst class ki hai sir care p,Negative,0
4064,-0.7,care thing happen bad experi cost emi offer,Negative,0
4072,-1,bank dont use hdfc servic pathet abd credit card servic worst,Negative,0
4122,-0.5,care appli amazon pay icici credit card octob fill detail wrong sinc th,Negative,0
4125,0.268181818,got new edit lifetim free credit card todaylet see benefici use aga,Positive,1
4139,0.357142857,spojourno sbi horribl robber special credit card divis,Positive,1
4143,0.285714286,ye right fact plan opt credit card fd eit,Positive,1
4144,0.285714286,ye right fact plan opt credit card fd eit,Positive,1
4149,-0.5,offer amazon pay icici credit card useless offer card,Negative,0
4169,-0.3,care hii icici bank credit card unnecessari charg late payment charg stand alrea,Negative,0
4170,-0.3,care h icici bank credit card unnecessari charg late payment charg outstand,Negative,0
4197,-1,care bank hdfc bank credit card servic worst deduct fals amount,Negative,0
4199,-0.65,care pleas help shift hdfc credit card otp base pin get difficult,Negative,0
4202,0.4,sbi elit credit card gift voucher worthr free movi,Positive,1
4205,-0.8,care pre approv credit card base exist hdfc account incom proof requiremen,Negative,0
4207,-0.7,care bina kisi reason ke pais katna koi hdfc walo se sikh bad servic want close credit card,Negative,0
4209,0.7,connect yet nobodi come sbi pleas send earliest want purchas sum good sbi credit card,Positive,1
4212,-0.7,hdfc bad ass credit card collect,Negative,0
4219,0.5,bank care ask credit card intermil sure team deni withou,Positive,1
4220,0.5,bank ok charg addit gst debit card transact encount vendor ask,Positive,1
4234,0.6,care helloi use icici bank credit card two year havent kind,Positive,1
4239,0.3,credit card surcharg legal mani credit card make surcharg free like,Positive,1
4245,0.5,import updat latest rewardcashback updat flipkart axi bank credit cardtampc,Positive,1
4252,-0.35,care think hdfc bank bad pl nobodi open,Negative,0
4269,-0.3,connect sbi credit card complaint numberno one call yet f,Negative,0
4271,-0.5,care pl look somebodi send fake messag dont icici credit card also url fa,Negative,0
4288,0.35,bank true passport valid address proof cibil score credit card appl,Positive,1
4289,-0.5,troubl pay bill gpay use axi ace credit card keep fail enter otp happen,Negative,0
4291,-0.7,care hdfc bad servic credit card premium custom howev n,Negative,0
4309,-0.4,hdfc entir group lost mojo thank poor softwar use bank credit card f,Negative,0
4339,-0.3,connect dear sbi cardhold regret inform request late fee revers,Negative,0
4349,-1,connect worst servic sbi card updat credit card team also custom care connect whi,Negative,0
4352,-0.3,care rude behavior credit card custom execut pathet servic hdfc credit card ban,Negative,0
4360,-0.3125,got axi ace credit card unabl make payment gpay card mean get cashback gpay otherwi,Negative,0
4365,-0.5,axi ace credit card transact get fail gpay yesterday solut plz resolv,Negative,0
4382,0.416666667,axi credit card work fine,Positive,1
4383,0.4,hi axi bank hold life time free myzon card request card upgrad lif,Positive,1
4396,0.6,hadi wayi alreadi own flipkart axi bank credit card rs fee bill cycl ol,Positive,1
4402,1,honestli speechless axi bank credit card busi strategi addon card best offer,Positive,1
